Class,CBO,LOC,OCavg,RFC,WMC
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Patch,9,198,1.78,20,16
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext,6,53,1.25,11,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext,9,324,3.3,44,33
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint,4,37,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle,11,228,2.09,25,23
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,8,83,1.12,14,9
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint,9,30,1,3,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch,5,240,3,20,33
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.TriangleBasedShadingContext,10,165,3.14,35,22
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext,7,131,2.4,25,12
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingPaint,4,36,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingContext,5,30,1,8,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingPaint,4,36,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingContext,5,27,1,7,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingPaint,4,36,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingContext,4,24,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingPaint,4,39,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext,4,24,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingPaint,4,39,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Vertex,4,29,2,8,4
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState,30,636,1.75,102,84
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,48,613,1.08,82,64
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask,14,139,2.11,15,19
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDTextState,19,195,1,21,19
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.RenderingIntent,4,49,1.67,6,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.RenderingMode,10,87,1,8,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.OpenMode,3,20,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDAction,39,121,1.33,22,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionEmbeddedGoTo,13,152,2.1,25,21
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionFactory,29,89,8.5,18,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionGoTo,16,65,1.75,14,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionHide,6,61,1,12,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData,5,45,1,9,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript,16,64,1.4,11,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch,8,240,1.44,33,26
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie,4,50,1,8,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed,3,44,1,8,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionRemoteGoTo,9,171,1.58,25,19
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionResetForm,6,60,1.17,12,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,8,187,1.5,25,21
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionSubmitForm,7,81,1.12,16,9
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionThread,6,78,1,14,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionURI,16,115,1.5,19,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions,6,53,1,9,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions,8,309,1.43,29,33
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions,5,177,1.38,17,18
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions,10,157,1.36,15,15
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions,6,95,1.29,13,9
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDTargetDirectory,8,238,1.59,32,27
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary,3,62,1,8,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDWindowsLaunchParams,4,121,1,15,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.AnnotationFilter,0,0,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation,104,768,1.55,108,87
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment,7,93,1,14,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine,19,416,1.41,56,41
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink,21,212,1.29,36,22
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup,38,799,1.62,108,89
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationPopup,5,74,1,14,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationRubberStamp,9,107,1,8,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle,20,239,1.39,40,25
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText,10,198,1.08,25,14
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup,16,142,1.7,25,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationUnknown,7,18,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget,49,209,1.46,27,19
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary,22,201,1.44,29,26
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary,26,142,1.25,17,15
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry,19,77,1.57,14,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceStream,28,28,1,4,2
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary,9,82,1,12,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary,24,139,1.33,20,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary,4,62,1,10,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.AnnotationBorder,14,63,11,12,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.CloudyBorder,8,956,3.05,74,116
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDAbstractAppearanceHandler,36,465,1.68,82,47
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDAppearanceHandler,0,0,0,4,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCaretAppearanceHandler,13,82,1.2,38,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCircleAppearanceHandler,17,124,1.67,55,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFileAttachmentAppearanceHandler,10,93,1,29,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFreeTextAppearanceHandler,38,426,7.14,120,50
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDHighlightAppearanceHandler,20,198,3.4,52,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDInkAppearanceHandler,11,112,2.8,38,14
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLineAppearanceHandler,15,280,5.2,70,26
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLinkAppearanceHandler,15,150,3.17,39,19
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolygonAppearanceHandler,17,180,3.14,59,22
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolylineAppearanceHandler,17,209,4,59,24
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSoundAppearanceHandler,4,26,1,7,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquareAppearanceHandler,17,102,1.67,51,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquigglyAppearanceHandler,22,148,2.2,66,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDStrikeoutAppearanceHandler,12,125,2.8,40,14
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDTextAppearanceHandler,17,640,2.17,91,50
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDUnderlineAppearanceHandler,12,124,2.8,40,14
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.AppearanceStyle,4,75,1,6,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText,6,61,2,10,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Line,6,47,1.33,18,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Paragraph,6,74,2,22,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.TextAttribute,3,22,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Word,3,27,1,4,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter,12,142,6.33,22,19
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter.Builder,6,58,1,11,9
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter.TextAlign,2,24,1.67,5,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.COSFilterInputStream,4,88,1.67,18,15
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.ExternalSigningSupport,0,0,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild,6,120,1.33,14,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict,6,269,1.14,40,24
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue,10,519,1.53,62,55
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueCertificate,8,571,1.62,73,65
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP,4,59,1.2,10,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp,4,72,1.14,13,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,26,409,1.38,62,40
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureInterface,0,0,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions,11,132,1.27,19,14
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.SigningSupport,3,38,1.25,7,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateBuilder,0,0,0,31,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator,15,119,1,65,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure,20,525,1,61,55
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder,28,347,1.03,142,34
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties,6,171,1,20,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,9,541,1.11,72,49
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDDestination,25,74,10,13,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDNamedDestination,9,88,1.43,10,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageDestination,26,176,2.3,23,23
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination,4,61,1.25,9,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination,3,88,1.33,14,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitRectangleDestination,3,139,1.4,16,14
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination,5,88,1.33,14,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination,7,118,1.5,17,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDDocumentOutline,15,40,1,9,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem,33,338,1.6,63,40
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemIterator,4,51,2,8,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode,18,271,1.44,41,36
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper,49,753,3.77,207,98
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.AppearanceStyle,4,75,1,6,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.FieldUtils,7,97,2.6,17,13
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValue,4,31,1,4,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueKeyComparator,2,12,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueValueComparator,2,12,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm,101,672,2.07,135,85
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDButton,23,410,2.29,62,48
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDCheckBox,16,89,1.67,19,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDChoice,19,430,1.56,63,42
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDComboBox,10,64,1.2,16,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDDefaultAppearanceString,21,259,2.33,40,35
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDField,67,412,1.8,60,45
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDFieldFactory,17,111,3.6,22,18
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree,3,29,1.5,5,3
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree.FieldIterator,5,59,2,20,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDListBox,11,61,1.2,13,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDNonTerminalField,26,217,1.8,49,27
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDPushButton,10,68,1.11,17,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDRadioButton,15,116,1.83,22,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField,22,196,1.64,43,23
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDTerminalField,43,193,2.18,43,24
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDTextField,21,220,1,38,24
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDVariableText,22,223,1.67,28,20
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource,7,113,2.75,16,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainText,7,69,2.33,11,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainText.Line,6,47,1.33,18,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainText.Paragraph,7,101,3.33,24,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainText.TextAttribute,3,22,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainText.Word,3,27,1,4,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter,11,142,6.33,22,19
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter.Builder,6,58,1,11,9
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter.TextAlign,2,24,1.67,5,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.form.ScriptingHandler,0,0,0,4,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary,5,66,1,9,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary,4,273,1.08,37,26
2.0.27-org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary,5,298,1.95,38,39
2.0.27-org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary,8,111,1.2,17,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThread,5,91,1.43,14,10
2.0.27-org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead,9,167,1.21,23,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransition,14,156,1.06,30,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension,2,18,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDirection,7,48,1,5,3
2.0.27-org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionMotion,2,18,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionStyle,3,11,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences,12,413,1,42,36
2.0.27-org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.BOUNDARY,1,26,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.DUPLEX,3,18,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.NON_FULL_SCREEN_PAGE_MODE,1,22,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.PRINT_SCALING,1,14,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.READING_DIRECTION,1,14,0,2,0
2.0.27-org.apache.pdfbox.printing.Orientation,3,14,0,2,0
2.0.27-org.apache.pdfbox.printing.PDFPageable,9,182,1.64,29,18
2.0.27-org.apache.pdfbox.printing.PDFPrintable,10,269,1.77,51,23
2.0.27-org.apache.pdfbox.printing.Scaling,3,16,0,2,0
2.0.27-org.apache.pdfbox.rendering.CIDType0Glyph2D,5,54,1.67,17,5
2.0.27-org.apache.pdfbox.rendering.Glyph2D,0,0,0,2,0
2.0.27-org.apache.pdfbox.rendering.GroupGraphics,1,597,1.18,156,87
2.0.27-org.apache.pdfbox.rendering.ImageType,4,52,1,3,5
2.0.27-org.apache.pdfbox.rendering.PDFRenderer,43,560,1.91,86,61
2.0.27-org.apache.pdfbox.rendering.PageDrawer,66,"1,622",3.56,325,210
2.0.27-org.apache.pdfbox.rendering.PageDrawer.TransparencyGroup,16,246,3.17,74,19
2.0.27-org.apache.pdfbox.rendering.PageDrawerParameters,8,73,1,7,7
2.0.27-org.apache.pdfbox.rendering.RenderDestination,6,12,0,2,0
2.0.27-org.apache.pdfbox.rendering.SoftMask,5,68,1.67,12,5
2.0.27-org.apache.pdfbox.rendering.SoftMask.SoftPaintContext,2,92,2.5,22,10
2.0.27-org.apache.pdfbox.rendering.TTFGlyph2D,11,132,2.29,32,16
2.0.27-org.apache.pdfbox.rendering.TilingPaint,9,182,1.86,53,13
2.0.27-org.apache.pdfbox.rendering.TilingPaintFactory,8,34,2,11,4
2.0.27-org.apache.pdfbox.rendering.TilingPaintFactory.TilingPaintParameter,5,92,4.75,14,19
2.0.27-org.apache.pdfbox.rendering.Type1Glyph2D,6,89,3.5,24,14
2.0.27-org.apache.pdfbox.text.LegacyPDFStreamEngine,46,290,4.6,63,23
2.0.27-org.apache.pdfbox.text.PDFMarkedContentExtractor,12,203,2.4,37,24
2.0.27-org.apache.pdfbox.text.PDFTextStripper,37,"1,782",2.22,227,189
2.0.27-org.apache.pdfbox.text.PDFTextStripper.LineItem,2,28,1,5,5
2.0.27-org.apache.pdfbox.text.PDFTextStripper.PositionWrapper,2,92,1,12,12
2.0.27-org.apache.pdfbox.text.PDFTextStripper.WordWithTextPositions,2,24,1,3,3
2.0.27-org.apache.pdfbox.text.PDFTextStripperByArea,5,127,1.56,34,14
2.0.27-org.apache.pdfbox.text.TextPosition,21,797,2.38,74,88
2.0.27-org.apache.pdfbox.text.TextPositionComparator,2,45,4,7,4
2.0.27-org.apache.pdfbox.util.Charsets,24,21,1,2,1
2.0.27-org.apache.pdfbox.util.DateConverter,6,649,3,54,51
2.0.27-org.apache.pdfbox.util.Hex,16,255,1.46,34,19
2.0.27-org.apache.pdfbox.util.IterativeMergeSort,3,118,3.5,12,14
2.0.27-org.apache.pdfbox.util.Matrix,93,676,1.26,78,59
2.0.27-org.apache.pdfbox.util.NumberFormatUtil,4,134,3.5,7,14
2.0.27-org.apache.pdfbox.util.SmallMap,3,269,2.62,31,42
2.0.27-org.apache.pdfbox.util.SmallMap.SmallMapEntry,1,47,1.33,9,8
2.0.27-org.apache.pdfbox.util.Vector,13,42,1,5,5
2.0.27-org.apache.pdfbox.util.Version,3,34,1,8,2
2.0.27-org.apache.pdfbox.util.XMLUtil,6,86,1.5,22,6
2.0.27-org.apache.pdfbox.util.filetypedetector.ByteTrie,2,86,2.5,9,10
2.0.27-org.apache.pdfbox.util.filetypedetector.ByteTrie.ByteTrieNode,1,20,1.5,4,3
2.0.27-org.apache.pdfbox.util.filetypedetector.FileType,3,38,0,2,0
2.0.27-org.apache.pdfbox.util.filetypedetector.FileTypeDetector,5,83,1.67,13,5
